KillDeathRatio,HeadshotKillRatio,WinRatio,Top10Ratio
1.4,0.26,2.29,11.5
1.38,0.25,2.87,12.0
1.17,0.18,2.25,12.4
0.8,0.13,1.67,16.7
0.9,0.21,0.0,8.0
0.9,0.2,1.65,16.5
1.05,0.19,0.94,11.6
1.62,0.28,4.97,27.6
1.26,0.19,2.14,13.6
2.14,0.3,3.62,12.3
1.63,0.17,1.95,12.4
1.75,0.18,2.52,11.8
1.45,0.21,3.12,11.5
1.25,0.16,3.39,21.2
1.06,0.25,4.6,24.1
1.13,0.15,4.06,10.7
1.43,0.25,0.99,9.2
0.87,0.24,0.59,5.9
2.94,0.31,5.81,20.9
0.77,0.25,0.0,16.1
0.7,0.16,0.54,10.8
1.19,0.23,2.38,12.7
1.12,0.17,0.0,4.7
2.96,0.11,7.96,23.9
1.07,0.25,1.7,19.3
1.55,0.31,1.84,11.4
0.72,0.18,1.23,14.3
1.07,0.13,2.2,24.2
0.75,0.19,2.29,16.7
0.98,0.22,0.76,7.8
1.3,0.13,3.96,21.8
2.57,0.21,4.07,15.4
1.07,0.2,3.57,15.5
2.36,0.23,5.41,27.0
0.96,0.13,1.69,16.9
1.31,0.25,2.8,19.6
1.15,0.19,3.7,14.8
1.07,0.19,0.0,13.5
0.77,0.13,0.0,7.6
1.06,0.18,2.13,15.6
5.53,0.2,25.93,43.2
1.39,0.08,0.0,26.1
2.12,0.25,6.6,20.8
0.95,0.1,2.08,28.1
2.06,0.25,4.88,26.2
0.94,0.18,0.44,9.7
4.11,0.25,7.07,20.2
0.9,0.24,0.0,16.3
0.83,0.11,0.0,7.4
1.92,0.18,6.57,32.8
1.72,0.14,3.16,27.4
0.74,0.23,0.0,16.8
0.89,0.15,0.69,9.0
1.24,0.22,2.58,9.8
0.77,0.22,0.61,6.1
0.93,0.2,1.75,11.4
1.18,0.22,3.48,10.9
1.62,0.26,3.7,19.4
0.83,0.22,0.64,8.3
1.18,0.17,0.71,9.2
2.02,0.26,3.41,15.9
1.29,0.23,0.57,8.0
0.83,0.16,0.0,7.4
1.64,0.19,0.82,8.2
2.32,0.19,4.39,15.8
1.07,0.26,1.59,15.9
1.55,0.15,0.64,19.2
1.14,0.2,2.19,6.6
2.3,0.19,3.09,16.5
1.44,0.26,1.05,11.5
1.88,0.31,5.26,18.8
0.96,0.23,1.64,7.5
0.55,0.18,0.76,10.7
0.84,0.3,0.0,7.4
1.08,0.2,1.65,13.7
0.81,0.28,1.23,8.6
1.19,0.19,1.55,14.0
1.41,0.29,2.04,11.2
1.71,0.24,9.93,33.8
1.56,0.19,2.7,9.5
1.8,0.21,2.11,21.1
1.34,0.24,0.0,6.1
0.93,0.23,0.0,6.9
0.71,0.17,2.85,31.6
1.06,0.19,1.24,13.6
0.91,0.2,2.04,19.4
1.47,0.21,1.1,14.3
2.28,0.33,5.38,12.9
1.04,0.18,2.3,22.7
1.76,0.15,2.42,12.1
0.78,0.11,1.84,17.8
1.08,0.31,1.98,2.0
1.01,0.21,0.66,13.2
1.15,0.23,0.51,10.2
2.4,0.31,9.38,33.7
1.78,0.19,3.7,13.0
0.76,0.25,0.85,8.9
1.19,0.19,1.05,21.1
0.67,0.21,0.0,16.3
1.27,0.14,1.74,18.3
1.69,0.27,3.33,20.0
0.92,0.18,5.44,20.4
1.28,0.26,1.4,9.1
1.53,0.18,2.6,20.3
1.54,0.18,1.27,6.4
0.96,0.25,0.55,8.2
1.09,0.24,1.23,14.8
1.44,0.23,5.88,15.7
0.6,0.23,0.84,16.8
1.74,0.27,0.0,10.0
0.89,0.13,0.0,21.2
2.2,0.24,8.21,23.9
0.53,0.12,0.68,14.3
1.24,0.21,0.95,12.5
1.8,0.22,3.77,16.0
0.82,0.18,0.8,7.6
0.82,0.11,0.63,7.0
1.32,0.22,1.12,27.0
1.12,0.16,0.0,9.5
0.79,0.23,1.56,15.6
2.15,0.27,1.82,12.7
1.96,0.18,1.22,7.3
0.56,0.17,0.0,6.7
0.99,0.13,1.85,10.2
2.82,0.27,8.7,20.3
1.43,0.11,1.63,13.0
1.01,0.21,0.0,12.9
0.73,0.16,0.96,10.6
1.21,0.14,0.0,4.8
0.88,0.26,0.0,14.5
1.36,0.26,4.31,12.9
0.69,0.13,2.44,24.4
0.83,0.23,0.0,7.4
1.56,0.18,0.7,8.4
0.87,0.14,4.82,25.3
1.64,0.28,1.56,9.7
0.98,0.2,1.12,18.0
1.39,0.21,3.85,15.4
0.92,0.17,1.44,11.5
0.71,0.15,0.0,8.8
0.72,0.19,0.0,10.9
1.18,0.19,0.84,9.2
1.37,0.21,4.67,31.8
1.03,0.3,0.56,6.2
0.94,0.27,2.17,9.3
1.02,0.16,3.91,23.4
1.95,0.31,2.4,16.0
1.04,0.18,1.71,15.4
0.94,0.11,0.0,4.4
1.05,0.21,0.58,10.4
0.57,0.13,0.0,9.4
1.0,0.17,0.0,8.6
0.39,0.13,0.0,15.0
1.49,0.18,3.0,14.3
1.1,0.14,2.17,16.3
1.81,0.21,13.13,32.3
1.79,0.2,3.75,21.2
0.82,0.19,0.74,8.8
1.05,0.15,3.45,14.5
1.85,0.21,5.43,14.7
1.03,0.15,1.99,21.2
3.65,0.22,11.81,37.5
1.3,0.25,1.31,10.4
0.81,0.22,1.65,17.0
1.02,0.2,0.0,17.9
1.03,0.2,0.88,12.4
0.88,0.15,0.5,16.0
0.96,0.22,0.0,4.9
0.45,0.25,0.66,8.6
1.6,0.24,2.19,7.0
1.12,0.21,2.59,12.4
0.68,0.16,1.42,14.9
1.48,0.2,0.0,19.3
0.36,0.17,0.78,17.1
1.03,0.29,1.82,11.8
0.94,0.21,1.73,10.4
1.88,0.26,1.43,10.0
0.65,0.25,0.0,10.8
0.86,0.24,1.26,20.8
0.99,0.18,1.09,15.2
0.84,0.17,0.0,7.4
1.58,0.23,3.5,11.9
1.54,0.18,4.76,17.7
1.11,0.21,1.0,14.0
1.28,0.19,2.47,13.6
1.59,0.22,2.97,8.9
0.84,0.25,1.02,8.2
1.05,0.19,1.51,21.5
1.32,0.16,1.69,27.4
0.79,0.15,1.05,9.9
1.06,0.23,2.68,17.9
1.26,0.16,1.04,7.3
1.67,0.13,6.02,27.7
0.76,0.21,2.2,16.5
0.84,0.13,1.88,15.5
1.01,0.18,0.68,12.2
1.39,0.21,0.0,7.1
0.91,0.17,2.48,15.5
0.95,0.21,2.02,20.2
2.38,0.22,7.62,32.4
1.76,0.18,3.45,17.9
0.97,0.15,0.71,12.1
1.06,0.22,2.19,9.5
1.51,0.22,0.0,7.2
0.96,0.19,0.0,8.4
1.15,0.12,0.0,12.6
0.82,0.11,0.0,10.1
0.75,0.23,2.08,11.1
1.1,0.15,0.97,7.8
0.78,0.19,0.0,7.5
0.42,0.23,0.0,15.6
1.22,0.21,1.96,12.7
1.31,0.25,1.88,12.5
1.17,0.17,7.22,22.7
1.12,0.13,0.0,20.7
1.38,0.19,2.5,13.3
0.72,0.22,0.67,14.8
1.44,0.29,2.35,14.4
1.39,0.23,1.74,11.0
2.35,0.25,5.56,37.8
1.31,0.27,2.09,12.0
1.02,0.18,0.0,7.1
1.86,0.25,1.64,6.6
1.13,0.15,0.74,10.0
1.23,0.17,3.64,22.7
1.41,0.29,3.88,17.7
2.29,0.27,3.08,16.9
1.22,0.13,1.11,12.2
2.89,0.21,6.17,24.7
1.58,0.21,2.95,11.5
1.09,0.21,2.0,16.0
1.38,0.18,2.63,8.8
1.2,0.16,1.12,18.0
1.01,0.15,1.28,7.7
1.08,0.23,0.66,7.9
1.35,0.24,4.6,26.4
0.71,0.17,0.2,7.1
0.7,0.15,1.25,25.0
0.5,0.18,0.61,7.7
1.55,0.16,3.09,7.2
1.28,0.22,1.03,6.2
2.14,0.17,7.17,26.5
1.48,0.28,1.72,11.7
1.48,0.17,3.16,16.8
0.83,0.19,1.27,8.9
1.12,0.27,0.58,9.2
1.16,0.19,0.6,16.3
1.51,0.26,2.75,13.8
1.27,0.21,0.86,10.3
1.8,0.17,4.05,15.8
0.78,0.22,0.51,10.7
2.16,0.21,0.88,13.2
2.03,0.22,2.11,13.4
0.66,0.15,0.0,21.0
0.81,0.13,3.0,21.0
0.78,0.15,0.0,9.0
1.15,0.17,3.41,22.7
1.57,0.19,2.91,16.5
1.06,0.16,0.0,21.2
1.84,0.18,0.0,11.8
0.73,0.28,1.72,6.9
0.81,0.2,0.0,16.9
1.87,0.19,4.21,23.2
1.33,0.15,4.67,19.6
0.74,0.19,1.23,10.5
1.49,0.25,0.96,10.6
1.38,0.17,1.41,15.5
2.89,0.26,7.2,27.2
1.86,0.35,7.02,35.1
0.79,0.26,1.09,16.3
0.38,0.16,0.36,14.3
1.66,0.24,3.29,16.4
1.52,0.23,1.92,7.2
0.71,0.18,0.0,11.7
0.82,0.16,1.19,18.5
1.54,0.31,2.16,23.3
0.71,0.22,1.74,9.6
1.06,0.24,4.03,40.8
2.35,0.23,6.52,25.0
0.67,0.16,1.37,14.4
0.75,0.25,1.0,10.9
0.91,0.13,1.32,13.2
4.24,0.29,7.32,19.5
1.1,0.22,1.11,10.0
0.93,0.18,1.16,9.3
0.71,0.18,0.33,6.6
0.99,0.16,1.64,12.1
1.07,0.17,3.58,34.0
2.35,0.24,7.43,32.7
1.01,0.15,2.27,9.1
1.76,0.28,2.94,14.0
0.42,0.19,0.58,7.5
0.49,0.15,1.14,23.3
0.97,0.26,2.04,9.5
0.35,0.14,0.0,20.4
1.13,0.16,6.02,28.9
1.55,0.31,3.2,12.0
0.96,0.14,1.2,7.2
0.94,0.23,0.43,11.6
1.79,0.17,5.0,20.0
0.99,0.17,0.0,5.1
0.83,0.33,0.68,10.8
0.48,0.17,0.34,11.4
1.27,0.22,0.0,10.7
1.75,0.18,3.29,18.4
0.41,0.21,0.0,18.1
0.92,0.22,0.39,9.4
1.38,0.31,4.76,12.7
1.35,0.16,2.22,10.6
1.31,0.26,0.82,8.2
1.48,0.25,1.39,9.0
0.79,0.19,2.87,27.5
0.72,0.19,0.8,14.4
1.1,0.08,3.17,26.2
0.91,0.13,1.79,14.3
0.84,0.2,0.0,9.6
0.94,0.24,0.69,6.2
1.22,0.18,2.07,10.3
1.18,0.31,0.85,8.5
1.74,0.2,3.29,31.6
0.88,0.14,4.76,14.3
1.21,0.27,1.68,17.6
1.54,0.15,3.23,11.8
1.05,0.22,1.77,8.0
0.81,0.27,2.33,16.7
1.86,0.23,0.0,7.0
1.37,0.15,1.25,15.0
1.13,0.16,0.0,9.3
1.43,0.17,3.53,9.4
1.08,0.14,3.61,13.3
2.29,0.19,5.88,29.4
0.85,0.18,0.34,9.5
1.67,0.22,0.66,8.6
1.34,0.25,0.72,10.9
3.09,0.22,12.94,35.3
1.08,0.11,1.56,6.2
1.16,0.29,0.0,6.2
1.04,0.25,0.43,8.6
0.77,0.23,0.44,10.7
0.78,0.31,0.53,5.3
1.5,0.22,0.97,11.7
1.36,0.13,1.98,20.8
1.15,0.25,1.18,15.3
3.14,0.54,8.65,21.2
1.4,0.19,2.0,29.0
1.23,0.2,1.64,9.8
1.3,0.2,1.49,12.6
1.07,0.27,0.48,5.3
1.02,0.11,3.41,13.6
0.89,0.16,1.39,16.0
2.19,0.25,3.11,18.6
0.42,0.28,0.53,22.8
3.11,0.24,3.85,11.5
1.22,0.21,2.41,22.9
2.53,0.29,3.66,19.5
0.9,0.19,1.49,14.9
0.78,0.1,0.78,12.4
1.16,0.14,2.94,17.6
0.97,0.16,0.0,10.2
1.57,0.24,1.87,6.5
1.79,0.16,9.3,38.4
0.86,0.25,1.46,15.3
1.92,0.17,7.62,29.9
1.2,0.2,2.19,13.9
0.55,0.2,0.85,9.8
1.35,0.14,2.47,13.8
1.19,0.26,1.0,3.0
1.0,0.22,4.62,27.7
1.96,0.24,12.35,24.7
0.97,0.17,0.0,7.0
1.51,0.16,0.89,17.0
1.14,0.2,0.77,8.5
1.58,0.27,2.58,13.5
0.73,0.2,1.69,9.7
0.88,0.15,0.0,12.7
0.79,0.21,0.9,7.2
1.09,0.27,1.15,3.4
1.02,0.13,0.0,8.4
1.22,0.18,1.69,11.9
1.21,0.2,2.11,14.1
1.2,0.26,0.0,11.0
3.19,0.27,16.58,49.2
1.34,0.24,5.13,11.1
1.39,0.21,0.88,12.4
1.23,0.22,3.85,20.7
1.42,0.22,2.48,10.7
1.52,0.22,1.14,19.3
1.44,0.2,3.26,15.2
1.44,0.18,3.64,15.5
2.57,0.27,8.65,23.1
1.49,0.16,3.45,17.2
0.71,0.19,0.0,2.7
1.02,0.17,0.0,5.7
1.37,0.24,4.44,13.3
0.66,0.13,0.0,9.5
0.82,0.15,0.0,14.0
1.65,0.3,2.2,7.7
1.65,0.27,5.0,10.8
0.87,0.12,0.88,8.8
0.95,0.21,0.32,5.4
1.19,0.23,0.0,13.2
0.6,0.13,0.0,7.6
4.06,0.21,10.4,30.4
1.3,0.25,0.74,7.4
1.19,0.19,0.0,13.0
1.12,0.21,1.89,10.1
1.54,0.21,2.75,16.5
1.2,0.19,2.56,14.5
0.75,0.14,0.0,14.1
0.47,0.13,0.47,10.3
0.9,0.28,0.39,5.4
1.13,0.27,0.0,13.8
0.53,0.26,1.22,14.6
1.66,0.29,5.13,17.1
0.8,0.25,1.09,13.0
1.94,0.11,5.17,35.3
1.43,0.21,1.8,14.4
0.79,0.29,1.61,7.3
1.39,0.17,1.82,14.5
0.93,0.18,1.09,9.8
0.83,0.28,0.95,11.4
2.1,0.26,5.15,16.8
0.84,0.17,4.27,12.8
0.71,0.29,1.45,9.4
1.24,0.23,1.05,11.6
0.84,0.2,2.3,13.8
1.39,0.16,0.0,2.4
1.0,0.16,0.74,10.3
1.82,0.2,1.23,12.3
0.69,0.16,0.0,4.7
1.99,0.28,2.8,16.8
0.7,0.23,2.52,5.0
1.04,0.13,0.97,17.5
1.06,0.19,2.68,13.4
1.76,0.2,3.33,13.3
1.15,0.23,0.95,2.9
1.88,0.15,4.27,13.7
0.85,0.17,0.52,15.7
1.13,0.17,0.0,12.6
1.48,0.18,4.13,14.6
0.72,0.27,0.0,10.9
0.97,0.2,1.99,11.3
0.56,0.18,0.21,13.3
0.68,0.18,0.0,7.5
1.39,0.18,1.2,22.9
2.86,0.24,20.88,51.8
0.41,0.12,0.0,6.2
1.37,0.22,0.48,9.7
0.97,0.27,0.5,9.0
1.48,0.17,1.23,17.3
0.71,0.28,0.0,8.7
2.6,0.22,7.47,20.1
0.36,0.17,0.35,13.5
1.69,0.15,5.56,27.8
3.38,0.3,9.73,31.9
1.61,0.28,2.26,9.6
1.01,0.14,1.09,6.2
1.45,0.2,6.17,33.3
1.36,0.17,0.81,7.3
1.23,0.2,0.0,3.7
1.1,0.18,2.04,15.0
1.17,0.23,1.46,9.3
1.13,0.19,0.0,13.4
2.97,0.25,5.79,19.4
1.03,0.25,0.27,7.4
0.86,0.14,1.5,14.3
0.89,0.15,0.54,8.7
1.19,0.21,3.05,10.4
1.01,0.21,1.34,6.7
0.72,0.25,0.59,9.7
0.81,0.15,0.0,6.5
0.64,0.16,0.0,12.9
1.18,0.26,5.71,18.1
1.22,0.27,2.26,14.3
2.71,0.24,10.0,22.7
1.25,0.16,1.38,13.8
1.0,0.22,1.33,11.1
0.48,0.19,0.0,14.7
1.59,0.26,5.88,18.5
1.15,0.17,3.37,22.5
2.73,0.26,6.25,27.5
0.56,0.19,0.38,4.6
1.55,0.24,2.63,17.8
1.01,0.26,3.61,16.9
1.24,0.21,0.0,8.8
1.13,0.18,3.96,13.9
1.04,0.18,0.0,13.5
1.42,0.2,1.9,8.6
1.09,0.25,0.62,16.8
1.92,0.2,3.37,12.4
0.43,0.2,2.44,20.1
1.98,0.22,5.41,15.7
1.16,0.23,2.94,23.5
0.95,0.13,2.05,14.6
0.61,0.15,1.61,15.3
1.24,0.21,1.74,7.0
2.08,0.2,6.73,21.2
0.91,0.12,1.41,8.9
2.65,0.24,7.87,37.1
1.26,0.22,1.04,12.5
1.18,0.25,1.43,10.0
1.14,0.2,3.35,14.0
1.04,0.36,1.2,9.6
3.05,0.22,11.11,30.7
1.91,0.2,5.18,27.1
1.02,0.19,0.57,7.4
1.41,0.19,5.17,31.9
0.85,0.21,1.5,9.0
0.93,0.21,0.0,11.4
1.02,0.19,0.0,23.2
1.21,0.17,2.11,21.8
1.09,0.2,0.92,6.0
2.62,0.33,10.78,21.6
0.56,0.15,0.65,13.7
1.96,0.19,3.09,13.7
1.43,0.24,0.69,9.0
0.96,0.19,1.08,12.4
1.04,0.18,2.94,18.4
1.45,0.21,1.01,23.2
1.18,0.18,0.0,12.8
0.79,0.16,2.61,7.2
1.53,0.25,4.49,19.1
1.11,0.21,0.92,11.5
0.95,0.21,0.0,20.2
1.72,0.2,2.68,13.8
1.03,0.17,1.02,6.6
1.52,0.23,7.02,26.3
0.78,0.28,0.58,9.9
1.3,0.2,1.5,9.0
1.45,0.2,3.41,12.5
0.88,0.13,0.28,6.7
0.67,0.19,1.89,10.4
1.55,0.28,2.45,11.7
1.77,0.14,7.45,26.6
0.95,0.18,0.0,13.7
1.89,0.21,3.96,26.0
1.07,0.26,2.36,11.3
1.08,0.18,0.0,10.1
0.73,0.21,0.0,8.4
1.3,0.24,5.26,21.1
3.44,0.26,3.37,13.5
2.01,0.16,11.86,47.7
0.95,0.17,2.73,15.5
1.01,0.2,0.85,15.3
0.85,0.23,0.79,12.6
0.66,0.11,0.83,18.2
0.66,0.15,0.44,13.6
0.28,0.16,0.0,15.1
0.98,0.19,0.38,11.4
1.35,0.22,0.0,4.1
0.52,0.16,0.0,12.5
1.17,0.18,3.0,16.7
2.41,0.26,5.41,18.9
2.35,0.24,7.37,16.8
2.33,0.3,6.82,28.4
1.49,0.14,0.0,8.1
1.54,0.18,4.26,26.2
0.9,0.24,1.81,9.7
1.39,0.15,0.99,9.9
2.03,0.26,2.17,13.0
1.46,0.2,2.73,22.7
1.06,0.17,0.0,8.7
1.86,0.26,4.55,26.4
0.98,0.11,2.38,31.0
0.6,0.14,0.0,4.6
1.38,0.23,1.32,6.6
0.92,0.24,0.0,11.4
1.69,0.17,1.0,14.0
2.42,0.22,2.62,14.0
0.94,0.24,0.61,3.8
3.45,0.26,16.47,36.5
2.04,0.14,4.84,25.3
0.86,0.21,1.93,21.7
1.08,0.2,2.27,17.0
0.86,0.28,1.51,13.4
0.6,0.27,0.81,10.5
2.33,0.28,1.04,3.1
1.05,0.18,0.0,5.4
0.61,0.11,0.0,9.8
1.54,0.25,2.81,16.9
0.26,0.1,0.0,13.2
2.28,0.26,6.15,14.6
1.23,0.24,1.2,15.7
1.61,0.25,5.47,23.0
2.57,0.22,7.3,32.8
2.31,0.21,6.6,19.8
0.58,0.15,0.88,17.5
1.38,0.15,0.0,11.9
1.37,0.11,3.12,20.8
1.59,0.26,2.17,22.8
0.51,0.19,0.0,11.2
0.79,0.16,1.75,11.4
0.62,0.19,0.0,11.5
0.82,0.18,1.21,19.9
0.71,0.19,0.0,6.9
0.97,0.21,0.0,9.1
1.32,0.17,5.45,30.9
1.8,0.27,5.91,27.9
0.73,0.09,0.68,9.5
0.96,0.22,0.0,7.3
1.32,0.17,2.61,11.1
0.92,0.2,0.0,15.2
1.02,0.26,1.96,10.8
1.68,0.25,3.57,14.3
1.52,0.21,2.2,8.8
0.58,0.09,0.4,13.9
0.76,0.21,0.3,8.3
2.26,0.18,9.76,32.9
2.0,0.19,1.76,9.7
0.68,0.11,0.0,16.0
0.63,0.12,0.0,6.3
0.77,0.23,0.0,13.3
0.95,0.15,0.0,11.4
1.27,0.2,3.05,11.5
1.61,0.28,3.14,17.9
0.82,0.18,1.94,21.9
1.99,0.23,1.85,12.0
1.75,0.24,2.25,19.1
1.18,0.25,1.2,20.5
1.11,0.29,0.6,10.2
0.87,0.16,1.69,10.7
0.95,0.18,0.89,8.0
1.53,0.26,0.86,11.2
1.4,0.22,1.92,14.7
1.36,0.24,2.0,11.0
1.07,0.17,1.68,11.7
0.94,0.26,1.85,7.4
1.32,0.25,1.16,20.9
0.72,0.24,0.7,11.6
1.64,0.23,1.0,10.6
1.75,0.3,3.51,23.7
1.2,0.31,1.23,17.3
0.52,0.15,0.0,11.6
0.79,0.16,0.73,10.2
1.7,0.19,0.69,4.5
0.58,0.21,0.24,9.4
2.58,0.28,4.72,18.9
1.05,0.3,0.84,10.5
0.41,0.18,0.54,10.8
0.99,0.21,1.0,7.4
1.34,0.18,1.16,4.7
0.97,0.32,0.0,7.1
1.57,0.25,2.67,13.3
2.17,0.27,7.78,24.4
0.86,0.18,2.29,11.9
1.37,0.17,6.6,30.2
1.58,0.2,0.0,11.9
0.99,0.22,1.05,10.8
0.79,0.24,1.23,11.1
1.17,0.21,0.75,7.5
6.26,0.28,20.93,44.2
0.65,0.22,1.64,20.5
1.27,0.25,0.99,11.9
0.86,0.2,0.0,4.2
0.9,0.16,0.89,11.6
1.16,0.22,2.42,9.7
0.83,0.23,1.19,9.5
1.37,0.27,0.86,11.2
1.51,0.23,1.66,12.4
0.48,0.15,1.54,12.8
0.7,0.25,1.18,12.9
1.61,0.23,5.94,36.5
0.72,0.13,0.0,9.1
2.55,0.26,7.41,13.0
0.86,0.24,0.68,7.0
1.82,0.26,3.66,28.0
1.16,0.22,0.71,9.3
1.25,0.2,4.1,20.5
1.35,0.26,0.59,11.2
2.05,0.22,3.57,17.9
0.89,0.17,1.97,21.7
1.67,0.19,2.34,18.8
0.66,0.15,0.0,7.5
1.09,0.13,2.27,13.6
0.78,0.29,2.52,9.2
1.35,0.27,3.61,21.7
0.77,0.18,0.75,10.7
0.89,0.13,4.55,10.2
0.72,0.25,1.26,9.6
1.04,0.26,0.86,12.1
0.87,0.21,0.31,6.1
1.03,0.15,0.84,7.6
0.47,0.2,0.0,12.9
1.28,0.14,0.81,6.5
1.06,0.21,0.87,6.1
1.1,0.12,0.95,7.6
0.91,0.33,0.44,5.7
1.17,0.17,1.85,18.5
1.02,0.19,2.04,10.2
1.1,0.17,2.38,15.5
0.77,0.14,0.0,15.4
2.44,0.25,12.61,34.2
1.21,0.18,3.23,14.5
1.35,0.19,0.95,10.5
0.93,0.17,0.0,5.6
1.31,0.22,0.0,10.6
1.02,0.12,0.0,9.4
0.92,0.17,0.0,6.4
1.29,0.21,0.74,14.0
1.0,0.16,0.0,11.3
1.38,0.28,0.0,10.2
1.33,0.2,2.25,15.7
1.22,0.25,2.47,15.4
1.08,0.25,0.0,9.6
1.05,0.23,1.61,15.3
0.45,0.23,0.93,14.0
1.27,0.21,1.49,10.4
0.89,0.19,1.42,11.3
1.93,0.27,2.92,21.6
1.18,0.21,3.03,20.2
1.58,0.25,0.0,10.0
0.74,0.15,1.63,19.6
0.93,0.14,0.74,14.8
1.64,0.26,6.67,32.0
0.93,0.24,0.0,10.2
2.89,0.23,5.22,17.4
2.42,0.38,3.25,17.1
1.8,0.24,0.0,15.7
1.23,0.26,4.94,29.0
0.82,0.09,1.1,9.9
0.97,0.22,0.49,11.3
1.01,0.23,2.04,10.2
0.73,0.21,1.41,8.9
1.27,0.19,1.15,11.5
0.83,0.18,1.14,25.0
3.08,0.21,19.67,51.4
0.9,0.22,0.37,9.7
0.47,0.17,0.94,15.1
1.33,0.17,0.0,12.8
2.17,0.28,7.45,18.1
1.48,0.17,2.27,8.0
1.33,0.19,1.03,12.0
1.2,0.21,0.87,12.2
0.48,0.19,0.0,6.3
0.98,0.22,0.0,10.8
1.59,0.17,2.01,10.8
1.15,0.23,0.81,9.8
1.94,0.13,1.48,10.4
1.07,0.26,1.44,17.3
3.32,0.21,9.52,34.5
0.95,0.2,0.88,7.2
2.15,0.26,6.45,31.2
2.0,0.22,4.59,27.6
0.62,0.15,0.58,9.4
1.34,0.21,2.94,9.8
0.99,0.22,1.33,15.0
1.43,0.19,2.89,13.3
1.16,0.23,4.13,16.5
1.73,0.25,1.83,9.1
1.44,0.2,3.3,25.3
2.15,0.32,1.94,16.5
1.13,0.13,1.1,5.5
0.95,0.16,1.47,10.3
0.73,0.23,0.75,6.7
1.17,0.17,2.17,7.6
1.0,0.27,0.67,9.3
0.94,0.16,1.61,13.4
1.14,0.13,0.0,9.0
1.57,0.26,0.0,3.9
0.87,0.19,1.64,12.3
0.97,0.15,2.0,12.0
0.86,0.12,2.68,23.5
1.19,0.11,0.0,11.5
1.01,0.2,3.79,42.4
1.16,0.26,1.15,9.2
1.69,0.19,2.78,17.4
1.18,0.25,0.91,13.2
0.88,0.24,0.54,16.2
1.48,0.14,5.28,24.6
1.13,0.23,1.16,11.6
1.13,0.18,0.0,6.5
1.45,0.25,3.11,21.1
1.74,0.26,2.3,17.2
2.07,0.3,2.54,11.0
1.2,0.23,0.56,5.6
0.86,0.16,0.29,7.3
1.15,0.25,1.94,12.9
1.64,0.24,2.35,8.2
0.68,0.24,0.6,16.8
1.16,0.18,2.75,19.3
3.71,0.24,16.32,39.3
0.84,0.18,0.0,5.8
1.84,0.13,6.52,23.9
0.46,0.27,0.0,9.3
0.87,0.19,0.9,8.6
0.85,0.2,0.56,13.0
1.81,0.25,3.85,21.2
1.7,0.2,2.87,14.0
0.52,0.22,2.0,15.0
1.25,0.2,0.92,12.8
0.82,0.16,0.95,10.7
2.56,0.25,5.22,17.0
1.29,0.25,1.49,17.3
0.79,0.19,1.01,9.5
1.2,0.24,0.57,9.7
0.99,0.28,1.08,9.7
1.2,0.21,0.0,10.3
1.28,0.2,0.91,5.5
2.14,0.22,9.09,29.7
3.16,0.28,7.66,20.6
1.57,0.29,4.07,17.1
1.19,0.18,0.86,12.1
1.27,0.23,1.79,14.9
0.98,0.12,1.19,15.5
0.62,0.22,0.0,6.7
1.52,0.24,3.88,15.5
0.98,0.24,0.96,14.9
0.84,0.24,0.0,12.0
1.38,0.15,7.95,35.2
1.0,0.2,0.49,16.5
1.22,0.15,1.96,24.5
1.03,0.16,4.44,18.9
0.61,0.14,0.0,18.5
0.54,0.16,0.0,10.9
1.09,0.22,1.1,15.4
1.17,0.13,2.08,11.5
0.51,0.19,0.34,15.0
2.28,0.37,3.67,24.8
1.24,0.21,3.47,11.1
1.14,0.26,2.47,9.9
1.25,0.24,3.12,23.8
0.97,0.35,2.22,17.8
1.03,0.17,0.23,3.4
0.73,0.16,1.67,12.1
1.94,0.19,0.0,10.8
1.2,0.15,2.81,11.8
0.98,0.16,1.57,18.1
2.39,0.18,1.79,21.4
1.49,0.25,0.66,9.9
0.66,0.18,1.16,12.8
0.91,0.25,0.0,5.8
2.12,0.27,0.98,14.7
0.89,0.13,0.88,9.3
1.68,0.2,4.82,20.5
1.09,0.21,1.43,11.0
1.68,0.26,1.49,12.4
1.07,0.27,0.76,6.1
1.03,0.29,0.81,13.0
1.82,0.21,0.5,13.4
2.51,0.3,3.49,7.0
1.39,0.23,2.72,10.2
1.07,0.19,1.49,10.9
0.8,0.2,0.0,4.1
0.5,0.2,0.53,11.1
1.36,0.21,2.27,8.0
2.25,0.24,4.92,33.3
1.09,0.19,3.88,17.8
1.08,0.25,2.8,18.9
1.49,0.21,2.33,8.5
1.15,0.11,0.9,14.4
2.04,0.21,7.14,38.4
0.72,0.22,0.92,10.8
1.19,0.22,1.74,15.7
2.2,0.22,2.07,19.3
1.86,0.13,0.0,7.9
1.18,0.16,1.01,8.0
0.55,0.24,0.0,11.3
0.89,0.26,0.0,8.4
1.43,0.21,1.98,29.7
1.74,0.18,3.81,14.3
1.31,0.18,4.46,13.4
1.96,0.19,1.85,13.0
1.52,0.33,1.57,16.5
1.05,0.26,1.73,16.0
1.12,0.19,0.83,6.6
1.12,0.22,0.0,19.0
1.42,0.23,0.6,4.8
0.6,0.17,0.0,9.7
3.27,0.27,6.87,17.8
1.18,0.25,2.11,16.8
1.18,0.12,1.14,13.6
0.8,0.3,1.09,11.5
